Track,Album Name,Artist,All Time Rank,Track Score,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Genres
Take You Dancing,Take You Dancing,Jason Derulo,"1,039",47.1,98905.0,32882211.0,65.0,Unknown
BUBALU,BUBALU,Feid,"1,043",47.0,26763.0,34486818.0,,Unknown
Be Alright,Be Alright,Dean Lewis,"1,042",47.0,182732.0,81424354.0,72.0,Unknown
Jalebi Baby,Jalebi Baby,Tesher,"1,041",47.0,47324.0,4827888.0,58.0,Unknown
Endless Summer,Endless Summer,Alan Walker,"1,040",47.0,7147.0,9900066.0,55.0,Unknown
Belly Dancer,Belly Dancer,Imanbek,"1,047",46.9,110008.0,103107258.0,75.0,Unknown
Who Told You (feat. Drake),Who Told You (feat. Drake) - Single,J Hus,"1,046",46.9,72496.0,16207605.0,62.0,Unknown
NIGHT DANCER,NIGHT DANCER - Single,imase,"1,045",46.9,46984.0,6134615.0,67.0,Unknown
Yoksun,Yoksun - Single,Ebru Yaï¿½ï,"1,048",46.9,1658.0,1193973.0,,Unknown
DON'T YOU WORRY,Don't You Worry,Black Eyed Peas,"1,044",46.9,48916.0,26723190.0,62.0,Unknown
"Rowdy Baby (From ""Maari 2"")",U1 For Life,Dhanush,"1,057",46.8,12.0,2710.0,,Unknown
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhï¿,"1,054",46.8,173612.0,51608714.0,72.0,Unknown
Pickup Man (feat. Post Malone),HIXTAPE Vol. 3: DIFFTAPE (Small Batch),HARDY,"1,055",46.8,11898.0,5352704.0,,Unknown
Volando (Remix),Volando (Remix),Mora,"1,052",46.8,105247.0,22304375.0,68.0,Unknown
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,"1,056",46.8,153435.0,41139591.0,74.0,Unknown
WORTH IT (feat. Don Toliver),WORTH IT (feat. Don Toliver),Offset,"1,050",46.8,24760.0,10056008.0,,Unknown
Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,Canï¿½ï¿½ï¿½t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,"1,053",46.8,30605.0,33315037.0,,Unknown
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,"1,051",46.8,10723.0,12965116.0,65.0,Unknown
"Naina (From ""Crew"")","Naina (From ""Crew"") - Single",Diljit Dosanjh,"1,049",46.8,2351.0,12360484.0,76.0,Unknown
Bel Bont El3areedh,Haflet Al'ahramat 2022 - Egypt,Hussain Aljassmi,"1,059",46.7,5.0,411.0,6.0,Unknown
"Naa Ready (From ""Leo"")","Naa Ready (From ""Leo"")",Anirudh Ravichander,"1,058",46.7,6611.0,5093444.0,64.0,Unknown
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,"1,061",46.6,56085.0,22005461.0,68.0,Unknown
Feel the POP,You had me at HELLO,ZEROBASEONE,"1,060",46.6,533.0,10481435.0,58.0,Unknown
Diamonds,Unapologetic (Edited Version),Rihanna,"1,063",46.5,180128.0,62951327.0,70.0,Unknown
Fuera del mercado,@dannocean,Danny Ocean,"1,064",46.5,57772.0,25048190.0,71.0,Unknown
Poor People We,Poor People We,Harp and a monkey,"1,062",46.5,6.0,1694.0,,Unknown
El Cielo,El Cielo - Single,Sky Rompiendo,"1,068",46.4,53606.0,50446311.0,74.0,Unknown
ALL MY FELLAS,ALL MY FELLAS,Frizk,"1,070",46.4,19534.0,2505224.0,,Unknown
Bebefinn Song,Bebefinn Song - Single,Pinkfong,"1,069",46.4,8.0,611.0,,Unknown
BITTERSUITE,HIT ME HARD AND SOFT,Billie Eilish,"1,066",46.4,3394.0,9510078.0,87.0,Unknown
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,"1,067",46.4,61014.0,15444758.0,68.0,Unknown
Talk (feat. Disclosure),Talk,Khalid,"1,065",46.4,121168.0,29487473.0,64.0,Unknown
Rompe La Dompe,Rompe La Dompe,Peso Pluma,"1,071",46.3,11966.0,20373836.0,,Unknown
greedy sped up,greedy,Tate McRae,"1,074",46.2,2778.0,2506076.0,,Unknown
Reloj,Reloj,Rauw Alejandro,"1,072",46.2,90725.0,22415388.0,65.0,Unknown
ýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý,"1,073",46.2,257.0,128196.0,,Unknown
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,"1,075",46.1,77694.0,13955396.0,63.0,Unknown
BADGYAL,SAKURA,SAIKO,"1,076",46.1,5849.0,51387051.0,80.0,Unknown
Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,"1,079",46.0,8422.0,1181602.0,54.0,Unknown
DILUVIO,PLAYA SATURNO,Rauw Alejandro,"1,078",46.0,33458.0,54918981.0,79.0,Unknown
ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),Kodak Black,"1,080",46.0,203323.0,32147932.0,71.0,Unknown
"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"") - Single",Pritam,"1,084",46.0,30584.0,13659510.0,67.0,Unknown
The Craving (single version),The Craving (single version) - Single,Twenty One Pilots,"1,083",46.0,1087.0,26826278.0,,Unknown
Bartolito,20 GRANDES ï¿½ï¿½X,Duo Tiempo de Sol,"1,082",46.0,6847.0,1133511.0,62.0,Unknown
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,"1,077",46.0,35929.0,3276465.0,64.0,Unknown
Counting stars,Until the morning 2,OneRepublic,"1,081",46.0,,,,Unknown
Take My Breath - Single Version,Take My Breath,The Weeknd,"1,085",45.9,89586.0,17062402.0,57.0,Unknown
Lavender Haze,Midnights,Taylor Swift,"1,090",45.9,42535.0,28394531.0,73.0,Unknown
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,"1,089",45.9,92569.0,17049738.0,68.0,Unknown
Toca o Trompete,Cadï¿½ï¿½ o After? P,Felipe Amorim,"1,087",45.9,15122.0,14569377.0,66.0,Unknown
Nobody Gets Me,SOS,SZA,"1,091",45.9,58561.0,39587642.0,82.0,Unknown
Sleep Well,Sleep Well - Single,CG5,"1,086",45.9,1602.0,962658.0,,Unknown
Hei Apa Apa / Tik Tak Tik Tik,Nuansa Angkot 2023 - Vol. 1,Donny Fernanda,"1,092",45.9,1.0,2.0,,Unknown
Glock In My Lap,SAVAGE MODE II,21 Savage,"1,088",45.9,164722.0,24902576.0,78.0,Unknown
overseas,overseas,Ken Carson,"1,095",45.8,7297.0,7809196.0,79.0,Unknown
CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,"1,094",45.8,19913.0,23463750.0,71.0,Unknown
PUNTO G,Punto G,Quevedo,"1,096",45.8,73593.0,22371448.0,71.0,Unknown
"Muqabla (From ""Street Dancer 3D"")","Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,"1,093",45.8,8999.0,4335630.0,58.0,Unknown
Ditto,Ditto,NewJeans,"1,098",45.7,47586.0,17245496.0,74.0,Unknown
"Katchi Sera - From ""Think Indie""","Katchi Sera (From ""Think Indie"")",Sai Abhyankkar,"1,099",45.7,2592.0,5382316.0,,Unknown
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,"1,097",45.7,11.0,127.0,,"latin, reggaeton, pop, dance"
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,"1,097",45.7,11.0,127.0,,"latin, reggaeton, pop"
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,"1,097",45.7,11.0,127.0,,"pop, latin, reggaeton, dance"
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,"1,097",45.7,11.0,127.0,,"latin, reggaeton, dancehall"
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,"1,097",45.7,11.0,127.0,,"pop, latin, reggaeton, dance"
Bubble Gum,How Sweet,NewJeans,"1,101",45.6,1536.0,9077425.0,76.0,Unknown
Abejita Chiquitita,Las Canciones de Plim Plim Vol. 8,El Payaso Plim Plim,"1,102",45.6,275.0,33239.0,,Unknown
Love wins all,Love wins all,IU,"1,100",45.6,4743.0,2755053.0,,Unknown
PRINCESITA DE ...,ýýNFASIS,Jere Klein,"1,103",45.5,11766.0,9230911.0,70.0,Unknown
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,"1,104",45.4,94302.0,33979642.0,67.0,Unknown
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,"1,105",45.3,47936.0,46787442.0,68.0,Unknown
ONE CALL,ONE CALL,Rich Amiri,"1,106",45.2,33970.0,50694559.0,80.0,Unknown
Pehle Bhi Main,ANIMAL,Vishal Mishra,"1,111",45.2,10873.0,14151452.0,77.0,Unknown
Kill Bill,Kill Bill - Single,pasa michaelson,"1,156",45.2,1.0,1.0,,Unknown
2/Catorce,2/Catorce,Rauw Alejandro,"1,107",45.2,92466.0,17067105.0,64.0,Unknown
Ride,Ride,Twenty One Pilots,"1,110",45.2,240346.0,62583866.0,79.0,Unknown
Dusk Till Dawn (feat. Sia),Dusk Till Dawn (feat. Sia) - Single,ZAYN,"1,108",45.2,2412.0,584352.0,36.0,Unknown
Rush,Rush,Troye Sivan,"1,109",45.2,45754.0,35127971.0,28.0,Unknown
Physical,Physical,Dua Lipa,"1,115",45.1,108666.0,29267130.0,71.0,Unknown
Pumped Up Kicks,Pumped up Kicks,Foster The People,"1,113",45.1,344490.0,131726745.0,81.0,Unknown
Yes Indeed,Yes Indeed,Lil Baby,"1,112",45.1,186456.0,41273853.0,74.0,Unknown
Open Arms (feat. Travis Scott),SOS,SZA,"1,114",45.1,67858.0,17377077.0,76.0,Unknown
edamame (feat. Rich Brian),edamame,bbno$,"1,117",45.0,137449.0,12880333.0,9.0,Unknown
Turn Down for What,Turn Down for What,DJ Snake,"1,116",45.0,103666.0,30719577.0,65.0,Unknown
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,"1,120",44.9,56138.0,13361149.0,69.0,Unknown
Smokin Out The Window,Smokin Out The Window,Bruno Mars,"1,121",44.9,100305.0,15798103.0,66.0,Unknown
Goin' Off,Goin' Off,Karan Aujla,"1,118",44.9,836.0,4594419.0,70.0,Unknown
Close To You,Close To You,Gracie Abrams,"1,119",44.9,1162.0,89144538.0,74.0,Unknown
Pagli Dekhave Agarbatti,Pagli Dekhave Agarbatti,Neelkamal Singh,"1,124",44.8,379.0,284348.0,,Unknown
From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,"1,122",44.8,83638.0,10924243.0,64.0,Unknown
Me Rehï¿½ï,Los Nï¿½ï¿½meros 1 De Los 40 (Music Inspires L,Danny Ocean,"1,126",44.8,37040.0,21117726.0,74.0,Unknown
Nonsense,emails i can't send,Sabrina Carpenter,"1,129",44.8,55620.0,61610668.0,83.0,Unknown
Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,"1,127",44.8,141221.0,21996686.0,67.0,Unknown
Lose You To Love Me,Lose You To Love Me,Selena Gomez,"1,123",44.8,109325.0,48327775.0,72.0,Unknown
Worth It,Worth It,YK Osiris,"1,125",44.8,66487.0,6617103.0,60.0,Unknown
Fight The Feeling,Fight The Feeling,Rod Wave,"1,128",44.8,18112.0,2247123.0,51.0,Unknown
Axel F,Best of Crazy Hits,Crazy Frog,"1,134",44.7,870.0,142649.0,30.0,Unknown
Robbery,Robbery,Juice WRLD,"1,131",44.7,213493.0,32159591.0,73.0,Unknown
Bebe Dame,Bebe Dame - Single,Fuerza Regida,"1,132",44.7,51229.0,20388246.0,70.0,Unknown
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,"1,133",44.7,50552.0,12812123.0,69.0,Unknown
Zihaal e Miskin,Zihaal e Miskin,Javed-Mohsin,"1,135",44.7,4432.0,3741353.0,65.0,Unknown
Fiel,Los Legendarios 001,Los Legendarios,"1,130",44.7,106151.0,40485324.0,64.0,Unknown
Neverita,Un Verano Sin Ti,Bad Bunny,"1,139",44.6,93211.0,21780286.0,73.0,Unknown
2002 - Remix,2002 (Remix),Shaun Reynolds,"1,136",44.6,88.0,6796.0,8.0,Unknown
No Se Va,No Se Va,Grupo Frontera,"1,137",44.6,67.0,3924.0,,Unknown
Infinity,Feel Something,Jaymes Young,"1,138",44.6,169454.0,48961048.0,74.0,Unknown
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,"1,142",44.5,137681.0,53947304.0,81.0,Unknown
adore u,adore u,Fred again..,"1,141",44.5,44672.0,48826452.0,71.0,Unknown
Numb Little Bug,Numb Little Bug,Em Beihold,"1,143",44.5,68868.0,18801509.0,66.0,Unknown
Feel It,Feel It (From The Original Series ï¿½ï¿½ï¿½Invincib,d4vd,"1,140",44.5,8980.0,78939536.0,,Unknown
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,"1,144",44.4,141261.0,26970098.0,68.0,Unknown
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,"1,145",44.4,26854.0,23489333.0,68.0,Unknown
Suicidal,Melly vs. Melvin,YNW Melly,"1,146",44.4,113061.0,13801176.0,67.0,Unknown
"Photo (From ""Luka Chuppi"")","Photo (From ""Luka Chuppi"")",Karan Sehmbi,"1,149",44.3,9804.0,2252266.0,54.0,Unknown
Sky,Whole Lotta Red,Playboi Carti,"1,147",44.3,209136.0,30701216.0,74.0,Unknown
Love On,Love On,Selena Gomez,"1,148",44.3,3731.0,26039293.0,,Unknown
Payphone,Overexposed Track By Track,Maroon 5,"1,153",44.2,249663.0,71678167.0,78.0,Unknown
Brickell,MANIFESTING 20-05,Feid,"1,150",44.2,5064.0,62237863.0,79.0,Unknown
I Like Me Better,I Like Me Better,Lauv,"1,152",44.2,157818.0,34910721.0,75.0,Unknown
RUNAWAY,RUNAWAY,OneRepublic,"1,154",44.2,16650.0,19684494.0,67.0,Unknown
Que Se Cuide,Que Se Cuide,Luis R Conriquez,"1,151",44.2,1566.0,48637114.0,77.0,Unknown
Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,"1,155",44.1,31705.0,3101433.0,,"trap, hip hop, rap"
On My Love,On My Love (Sped Up),Zara Larsson,"1,159",44.1,20826.0,60798732.0,7.0,Unknown
She Share Story,She Share Story,Shayne Orok,"1,156",44.1,2443.0,424979.0,33.0,Unknown
Mujeriego,Mujeriego - Single,Ryan Castro,"1,158",44.1,63343.0,16024245.0,63.0,Unknown
Miss The Rage (feat. Playboi Carti),Miss The Rage,Trippie Redd,"1,160",44.1,188778.0,26774987.0,6.0,Unknown
TUTA GOLD,TUTA GOLD,Mahmood,"1,157",44.1,5218.0,9118781.0,65.0,Unknown
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT,Taylor Swift,"1,161",44.0,3784.0,17036800.0,83.0,Unknown
Dandini Dandini Dastana,"Hey Dostum, ï¿½ï¿",Derya Yildirim,"1,165",44.0,8.0,137.0,9.0,Unknown
Florida!!! (feat. Florence + the Machine),THE TORTURED POETS DEPARTMENT,Taylor Swift,"1,162",44.0,3866.0,16996059.0,,Unknown
Legends,Legends,Juice WRLD,"1,166",44.0,118639.0,18809173.0,63.0,Unknown
Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,"1,164",44.0,186174.0,27470180.0,69.0,Unknown
King Size,Feed Tha Streets III,Roddy Ricch,"1,163",44.0,3105.0,291653.0,33.0,Unknown
Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,"1,168",43.9,137691.0,22202207.0,68.0,Unknown
Linger - SiriusXM Session,SiriusXM Session,Royel Otis,"1,171",43.9,908.0,11708987.0,69.0,Unknown
SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,"1,167",43.9,241882.0,48328259.0,29.0,Unknown
BIPOLAR,BIPOLAR,Peso Pluma,"1,169",43.9,18049.0,13695569.0,,Unknown
Addicted,Addicted (feat. Ink) - Single,Zerb,"1,170",43.9,7213.0,65806267.0,79.0,Unknown
Besos Moja2,Besos Moja2,Wisin & Yandel,"1,176",43.8,48450.0,23910344.0,69.0,Unknown
Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,"1,173",43.8,188378.0,27325666.0,71.0,Unknown
El Chico Del Apartamento 512 - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,"1,174",43.8,15.0,74994.0,,Unknown
Papercut,Papercuts,Linkin Park,"1,177",43.8,130.0,484758.0,,Unknown
Chanel,Chanel,Becky G,"1,175",43.8,21244.0,8675975.0,65.0,Unknown
Otro Trago,Sueï¿½ï,Sech,"1,172",43.8,73605.0,21529712.0,63.0,Unknown
Back In Blood (feat. Lil Durk),Back In Blood (feat. Lil Durk),Pooh Shiesty,"1,180",43.7,126894.0,19992900.0,62.0,Unknown
Jugaste y Sufrï¿,Corta Venas,Eslabon Armado,"1,182",43.7,83013.0,10228918.0,70.0,Unknown
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,"1,181",43.7,15932.0,35397476.0,78.0,Unknown
Religiously,Religiously,Bailey Zimmerman,"1,178",43.7,25164.0,10017767.0,73.0,Unknown
What Happened To Virgil (feat. Gunna),7220,Lil Durk,"1,179",43.7,63045.0,7698742.0,59.0,Unknown
Hello,Hello,Adele,"1,186",43.6,140637.0,42531792.0,68.0,Unknown
HAY LUPITA,HAY LUPITA - Single,Lomiiel,"1,187",43.6,1996.0,19217759.0,71.0,Unknown
Gatita,Gatita,Bellakath,"1,184",43.6,25714.0,8048259.0,57.0,Unknown
World on Fire,NATE SMITH (DELUXE),Nate Smith,"1,183",43.6,15383.0,9521311.0,69.0,Unknown
Love You Anyway,Love You Anyway,Luke Combs,"1,185",43.6,29896.0,7920265.0,67.0,Unknown
MOJABI GHOST,DATA,Tainy,"1,188",43.5,46625.0,20677828.0,75.0,Unknown
N95,Mr. Morale & The Big Steppers,Kendrick Lamar,"1,194",43.4,118020.0,24734503.0,74.0,Unknown
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,"1,191",43.4,108296.0,18764224.0,71.0,Unknown
Volvï¿,La mï¿½ï¿½sica de @Gina Yei: #ConTodoElCorazï¿½ï¿½nYMï¿½ï¿½s (Banda Sono,Didi Romero,"1,192",43.4,60.0,2805.0,,Unknown
You're Really Funny,Rly Funny - EP,Crocodyle,"1,190",43.4,9.0,31.0,,Unknown
Papercut,Papercuts,Linkin Park,"1,193",43.4,4.0,466.0,,Unknown
Earned It (Fifty Shades Of Grey),Fifty Shades Of Grey (Original Motion Picture Soundtrack),The Weeknd,"1,195",43.4,97707.0,24754802.0,69.0,Unknown
Gucci Gang,Gucci Gang,Lil Pump,"1,189",43.4,66961.0,13429975.0,55.0,Unknown
La Bebe,LPM,Yng Lvcas,"1,198",43.3,35404.0,4489095.0,64.0,Unknown
Jaded,Endless Summer Vacation,Miley Cyrus,"1,197",43.3,22117.0,9481406.0,65.0,Unknown
Bye,Bye,Peso Pluma,"1,196",43.3,24974.0,6379185.0,65.0,Unknown
L$d,Deaf 2 Society,Luclover,"1,199",43.3,15846.0,2877860.0,36.0,Unknown
Wolves,Wolves,Selena Gomez,"1,200",43.3,123735.0,33188573.0,71.0,Unknown
Scars To Your Beautiful,Know-It-All,Alessia Cara,"1,201",43.2,129568.0,38951634.0,71.0,Unknown
FRI(END)S,FRI(END)S,V,"1,203",43.2,3800.0,44868049.0,85.0,Unknown
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,"1,204",43.2,41062.0,14552186.0,65.0,Unknown
Volver Al Futuro,Volver Al Futuro,Oscar Maydon,"1,202",43.2,1247.0,63521139.0,78.0,Unknown
Praise God,Donda,Kanye West,"1,208",43.1,143071.0,22968843.0,67.0,Unknown
Friesenjung,Friesenjung,Ski Aggu,"1,205",43.1,70377.0,9755773.0,70.0,Unknown
El Azul,El Azul - Single,Junior H,"1,206",43.1,42304.0,22784674.0,76.0,Unknown
EARFQUAKE,IGOR,"Tyler, The Creator","1,207",43.1,198786.0,34308753.0,76.0,Unknown
Ya Supï¿½ï¿½rame (En V,Ya Supï¿½ï¿½rame (En Vivo) - Si,Grupo Firme,"1,210",43.0,34933.0,16279085.0,57.0,Unknown
if u think i'm pretty,if u think i'm pretty,Artemas,"1,212",43.0,26538.0,17112526.0,78.0,Unknown
Fin de Semana,Fin de Semana,Oscar Maydon,"1,211",43.0,38126.0,18723665.0,76.0,Unknown
Everybody (feat. Lil Uzi Vert),Pink Friday 2,Nicki Minaj,"1,209",43.0,1384.0,280996.0,,Unknown
Every Breath You Take,Learned from Love,Bonnie Kimmel,"1,215",42.9,,,,Unknown
My Oh My (feat. DaBaby),Romance,Camila Cabello,"1,218",42.9,78873.0,23552368.0,68.0,Unknown
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,"1,217",42.9,66543.0,14596512.0,70.0,Unknown
Fried (She a Vibe),WE DON'T TRUST YOU,Future,"1,216",42.9,8465.0,12808538.0,,Unknown
123 Song,123 Song,D Billions,"1,214",42.9,98.0,14910.0,23.0,Unknown
Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,"1,213",42.9,190490.0,26875379.0,67.0,Unknown
Numb,Numb,Marshmello,"1,219",42.9,70661.0,51920160.0,69.0,Unknown
Ojapiano,Ojapiano - Single,KCee,"1,222",42.8,8182.0,3092737.0,56.0,Unknown
Area Codes,Area Codes,Kaliii,"1,220",42.8,33819.0,27729274.0,68.0,Unknown
Medallo,Hecho En Medellï¿½,Blessd,"1,224",42.8,66494.0,24042564.0,65.0,Unknown
Domingo Abacaxi Flamingo,Domingo Abacaxi Flamingo,Bolofofos,"1,221",42.8,1887.0,331053.0,51.0,Unknown
Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,"1,223",42.8,369150.0,165607442.0,80.0,Unknown
Ch y la Pizza,Ch y la Pizza,Fuerza Regida,"1,230",42.7,37923.0,17851037.0,75.0,Unknown
In Ha Mood,In Ha Mood,Ice Spice,"1,234",42.7,39734.0,15519701.0,63.0,Unknown
POR QUï¿½ï¿½ SE,POR QUï¿½ï¿½ SE,Grupo Frontera,"1,225",42.7,1596.0,46272988.0,76.0,Unknown
ALL MINE,WASTELAND,Brent Faiyaz,"1,232",42.7,61987.0,22567278.0,71.0,Unknown
Let Me Know (I Wonder Why Freestyle),Sucker,Juice WRLD,"1,231",42.7,126610.0,15066503.0,72.0,Unknown
The Night We Met,The Night We Met,Lord Huron,"1,226",42.7,286668.0,123211490.0,84.0,Unknown
Playa Del Inglï¿½,Playa Del Inglï¿½ï¿½s - Si,Quevedo,"1,227",42.7,68744.0,34228107.0,67.0,Unknown
BOO!SHUT,BOO!SHUT,PIGGS,"1,233",42.7,41.0,1972.0,3.0,Unknown
HOLA PERDIDA REMIX,HOLA PERDIDA REMIX,Luck Ra,"1,228",42.7,873.0,40161269.0,70.0,Unknown
Talk,Talk,Yeat,"1,229",42.7,77898.0,8717113.0,67.0,Unknown
Now And Then,Now And Then,The Beatles,"1,235",42.6,23455.0,13808666.0,,Unknown
Sign on the Door,Sign on the Door,Dora Lachaise,"1,236",42.6,4.0,267.0,,Unknown
For Life (feat. Zak Abel & Nile Rodgers),For Life (feat. Zak Abel & Nile Rodgers),Kygo,"1,240",42.6,4216.0,90998184.0,76.0,Unknown
Kya Loge Tum,Kya Loge Tum,B Praak,"1,238",42.6,2561.0,1939449.0,57.0,Unknown
California Breeze,It's Only Me,Lil Baby,"1,237",42.6,45626.0,8408366.0,61.0,Unknown
Nonstop,Scorpion,Drake,"1,239",42.6,175188.0,51548109.0,71.0,Unknown
LOVE DIVE,LOVE DIVE,IVE,"1,243",42.5,28165.0,11131897.0,69.0,Unknown
Alucin,Alucin,Eugenio Esquivel,"1,242",42.5,16933.0,25825570.0,,Unknown
Go Stupid,Go Stupid,Polo G,"1,241",42.5,112485.0,21170575.0,69.0,Unknown
POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,"1,247",42.4,165234.0,35485186.0,63.0,Unknown
Qual ï¿½ï¿½ o seu des,Qual ï¿½ï¿½ seu des,Tz da Coronel,"1,244",42.4,6088.0,12104937.0,73.0,Unknown
Lovesick Girls,THE ALBUM,BLACKPINK,"1,248",42.4,40766.0,14363550.0,65.0,Unknown
Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,"1,246",42.4,114049.0,30877323.0,64.0,Unknown
Una Vida Pasada,Una Vida Pasada,Camilo,"1,249",42.4,2952.0,47126163.0,81.0,Unknown
Steven Universe,Steven Universe,L.Dre,"1,245",42.4,14464.0,2212197.0,50.0,Unknown
places to be,places to be,Fred again..,"1,250",42.4,2277.0,40816159.0,73.0,Unknown
ASI ES LA VIDA,ASI ES LA VIDA,Enrique Iglesias,"1,254",42.3,11830.0,22722898.0,,Unknown
Corazï¿½,Corazï¿½,Maluma,"1,251",42.3,52952.0,15758764.0,64.0,Unknown
Elvira,Elvira,Oscar Maydon,"1,255",42.3,8183.0,47711465.0,81.0,Unknown
Fantasias,Fantasias,Rauw Alejandro,"1,253",42.3,76919.0,24789585.0,67.0,Unknown
El Jefe,El Jefe,Shakira,"1,252",42.3,11838.0,10617531.0,,Unknown
Am,AM,Nio Garcia,"1,257",42.2,70546.0,11143810.0,57.0,Unknown
Te Lo Agradezco,Te Lo Agradezco,Kany Garcï¿½,"1,258",42.2,9016.0,8885567.0,73.0,Unknown
PLEBADA,PLEBADA,El Alfa,"1,260",42.2,17100.0,7456228.0,65.0,Unknown
Danza Kuduro - Cover,CLUB SONG MIX 2023,MUSIC LAB JPN,"1,261",42.2,6.0,66.0,,"latin, reggaeton, pop, dance"
Danza Kuduro - Cover,CLUB SONG MIX 2023,MUSIC LAB JPN,"1,261",42.2,6.0,66.0,,"latin, reggaeton, pop"
Danza Kuduro - Cover,CLUB SONG MIX 2023,MUSIC LAB JPN,"1,261",42.2,6.0,66.0,,"pop, latin, reggaeton, dance"
Danza Kuduro - Cover,CLUB SONG MIX 2023,MUSIC LAB JPN,"1,261",42.2,6.0,66.0,,"latin, reggaeton, dancehall"
Danza Kuduro - Cover,CLUB SONG MIX 2023,MUSIC LAB JPN,"1,261",42.2,6.0,66.0,,"pop, latin, reggaeton, dance"
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,"1,259",42.2,191372.0,29642267.0,71.0,Unknown
Fall In Love,Fall In Love,Bailey Zimmerman,"1,262",42.2,47288.0,6430525.0,71.0,Unknown
Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,"1,256",42.2,34632.0,4625072.0,37.0,Unknown
Dj Gamm Gamm Piri Slow,Dj Gamm Gamm Piri Slow,DJ BAHBUS,"1,265",42.1,7.0,10.0,,Unknown
